"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.rmse","base1cd5-no_graphs - train.rmse__MIN","base1cd5-no_graphs - train.rmse__MAX","base1cd5-no_graphs - valid.rmse","base1cd5-no_graphs - valid.rmse__MIN","base1cd5-no_graphs - valid.rmse__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.rmse","base3cd5_s1n64-all_graphs - train.rmse__MIN","base3cd5_s1n64-all_graphs - train.rmse__MAX","base3cd5_s1n64-all_graphs - valid.rmse","base3cd5_s1n64-all_graphs - valid.rmse__MIN","base3cd5_s1n64-all_graphs - valid.rmse__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.rmse","DeepSTABp - train.rmse__MIN","DeepSTABp - train.rmse__MAX","DeepSTABp - valid.rmse","DeepSTABp - valid.rmse__MIN","DeepSTABp - valid.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.rmse","base3d5_s1n16-all_graphs-bs64 - train.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - train.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - valid.rmse","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.rmse","base3d5_s1n64-all_graphs - train.rmse__MIN","base3d5_s1n64-all_graphs - train.rmse__MAX","base3d5_s1n64-all_graphs - valid.rmse","base3d5_s1n64-all_graphs - valid.rmse__MIN","base3d5_s1n64-all_graphs - valid.rmse__MAX"
"44","43","43","43","4.970084190368652","4.970084190368652","4.970084190368652","4.422752380371094","4.422752380371094","4.422752380371094","43","43","43","5.29379415512085","5.29379415512085","5.29379415512085","4.561429977416992","4.561429977416992","4.561429977416992","43","43","43","2.35","2.35","2.35","4.3","4.3","4.3","43","43","43","4.777365684509277","4.777365684509277","4.777365684509277","4.597412109375","4.597412109375","4.597412109375","43","43","43","4.124401569366455","4.124401569366455","4.124401569366455","4.42879581451416","4.42879581451416","4.42879581451416"
"45","44","44","44","4.931853294372559","4.931853294372559","4.931853294372559","4.449338436126709","4.449338436126709","4.449338436126709","44","44","44","5.202901363372803","5.202901363372803","5.202901363372803","4.5669732093811035","4.5669732093811035","4.5669732093811035","44","44","44","2.35","2.35","2.35","4.3","4.3","4.3","44","44","44","4.895697593688965","4.895697593688965","4.895697593688965","4.820319652557373","4.820319652557373","4.820319652557373","44","44","44","4.068540573120117","4.068540573120117","4.068540573120117","4.858155727386475","4.858155727386475","4.858155727386475"
"46","45","45","45","5.01809024810791","5.01809024810791","5.01809024810791","4.40543270111084","4.40543270111084","4.40543270111084","45","45","45","5.2443366050720215","5.2443366050720215","5.2443366050720215","4.503455638885498","4.503455638885498","4.503455638885498","45","45","45","2.35","2.35","2.35","4.3","4.3","4.3","45","45","45","4.878082275390625","4.878082275390625","4.878082275390625","4.634677886962891","4.634677886962891","4.634677886962891","45","45","45","4.052443981170654","4.052443981170654","4.052443981170654","4.390950679779053","4.390950679779053","4.390950679779053"
"47","46","46","46","4.924228668212891","4.924228668212891","4.924228668212891","4.456231117248535","4.456231117248535","4.456231117248535","46","46","46","5.1486310958862305","5.1486310958862305","5.1486310958862305","4.6567511558532715","4.6567511558532715","4.6567511558532715","46","46","46","2.35","2.35","2.35","4.3","4.3","4.3","46","46","46","4.7783026695251465","4.7783026695251465","4.7783026695251465","5.415770530700684","5.415770530700684","5.415770530700684","46","46","46","3.965862512588501","3.965862512588501","3.965862512588501","4.55872917175293","4.55872917175293","4.55872917175293"
"48","47","47","47","4.971905708312988","4.971905708312988","4.971905708312988","4.365755081176758","4.365755081176758","4.365755081176758","47","47","47","5.130502700805664","5.130502700805664","5.130502700805664","4.599789142608643","4.599789142608643","4.599789142608643","47","47","47","2.35","2.35","2.35","4.3","4.3","4.3","47","47","47","4.825533390045166","4.825533390045166","4.825533390045166","4.70573091506958","4.70573091506958","4.70573091506958","47","47","47","4.002135753631592","4.002135753631592","4.002135753631592","4.437887668609619","4.437887668609619","4.437887668609619"
"49","48","48","48","4.990226745605469","4.990226745605469","4.990226745605469","4.408620834350586","4.408620834350586","4.408620834350586","48","48","48","5.142904281616211","5.142904281616211","5.142904281616211","4.421722888946533","4.421722888946533","4.421722888946533","48","48","48","2.35","2.35","2.35","4.3","4.3","4.3","48","48","48","4.834925174713135","4.834925174713135","4.834925174713135","4.619409084320068","4.619409084320068","4.619409084320068","48","48","48","3.912569761276245","3.912569761276245","3.912569761276245","4.456798553466797","4.456798553466797","4.456798553466797"
"50","49","49","49","4.850132465362549","4.850132465362549","4.850132465362549","4.455542087554932","4.455542087554932","4.455542087554932","49","49","49","5.016361236572266","5.016361236572266","5.016361236572266","4.4618353843688965","4.4618353843688965","4.4618353843688965","49","49","49","2.35","2.35","2.35","4.3","4.3","4.3","49","49","49","4.804024696350098","4.804024696350098","4.804024696350098","4.588157653808594","4.588157653808594","4.588157653808594","49","49","49","3.869973659515381","3.869973659515381","3.869973659515381","4.555240154266357","4.555240154266357","4.555240154266357"
"51","50","50","50","4.92006254196167","4.92006254196167","4.92006254196167","4.826149940490723","4.826149940490723","4.826149940490723","50","50","50","5.074484825134277","5.074484825134277","5.074484825134277","4.532735347747803","4.532735347747803","4.532735347747803","50","50","50","2.35","2.35","2.35","4.3","4.3","4.3","50","50","50","4.682855606079102","4.682855606079102","4.682855606079102","5.0385541915893555","5.0385541915893555","5.0385541915893555","50","50","50","3.8247952461242676","3.8247952461242676","3.8247952461242676","4.661747455596924","4.661747455596924","4.661747455596924"
"52","51","51","51","4.846635341644287","4.846635341644287","4.846635341644287","4.334456920623779","4.334456920623779","4.334456920623779","51","51","51","4.964870452880859","4.964870452880859","4.964870452880859","4.417349815368652","4.417349815368652","4.417349815368652","51","51","51","2.35","2.35","2.35","4.3","4.3","4.3","51","51","51","4.72805643081665","4.72805643081665","4.72805643081665","4.525005340576172","4.525005340576172","4.525005340576172","51","51","51","3.7838211059570312","3.7838211059570312","3.7838211059570312","4.7027692794799805","4.7027692794799805","4.7027692794799805"
"53","52","52","52","4.777855396270752","4.777855396270752","4.777855396270752","4.424168586730957","4.424168586730957","4.424168586730957","52","52","52","4.927343845367432","4.927343845367432","4.927343845367432","4.566185474395752","4.566185474395752","4.566185474395752","52","52","52","2.35","2.35","2.35","4.3","4.3","4.3","52","52","52","4.671378135681152","4.671378135681152","4.671378135681152","4.528160572052002","4.528160572052002","4.528160572052002","52","52","52","3.765522003173828","3.765522003173828","3.765522003173828","4.704657554626465","4.704657554626465","4.704657554626465"
"54","53","53","53","4.824030876159668","4.824030876159668","4.824030876159668","4.412991523742676","4.412991523742676","4.412991523742676","53","53","53","4.966599464416504","4.966599464416504","4.966599464416504","4.64093542098999","4.64093542098999","4.64093542098999","53","53","53","2.35","2.35","2.35","4.3","4.3","4.3","53","53","53","4.740657329559326","4.740657329559326","4.740657329559326","4.586491584777832","4.586491584777832","4.586491584777832","53","53","53","3.6799263954162598","3.6799263954162598","3.6799263954162598","4.568986415863037","4.568986415863037","4.568986415863037"
"55","54","54","54","4.773200035095215","4.773200035095215","4.773200035095215","4.387331962585449","4.387331962585449","4.387331962585449","54","54","54","4.912774085998535","4.912774085998535","4.912774085998535","4.370239734649658","4.370239734649658","4.370239734649658","54","54","54","2.35","2.35","2.35","4.3","4.3","4.3","54","54","54","4.7712788581848145","4.7712788581848145","4.7712788581848145","4.869543075561523","4.869543075561523","4.869543075561523","54","54","54","3.605748414993286","3.605748414993286","3.605748414993286","4.491109371185303","4.491109371185303","4.491109371185303"
"56","55","55","55","4.746321678161621","4.746321678161621","4.746321678161621","4.3258209228515625","4.3258209228515625","4.3258209228515625","55","55","55","4.864080429077148","4.864080429077148","4.864080429077148","4.337981224060059","4.337981224060059","4.337981224060059","55","55","55","2.35","2.35","2.35","4.3","4.3","4.3","55","55","55","4.703123569488525","4.703123569488525","4.703123569488525","4.612553119659424","4.612553119659424","4.612553119659424","55","55","55","3.5919291973114014","3.5919291973114014","3.5919291973114014","4.752261161804199","4.752261161804199","4.752261161804199"
"57","56","56","56","4.7403388023376465","4.7403388023376465","4.7403388023376465","4.329762935638428","4.329762935638428","4.329762935638428","56","56","56","4.855077266693115","4.855077266693115","4.855077266693115","4.368670463562012","4.368670463562012","4.368670463562012","56","56","56","2.35","2.35","2.35","4.3","4.3","4.3","56","56","56","4.735719680786133","4.735719680786133","4.735719680786133","4.716585159301758","4.716585159301758","4.716585159301758","56","56","56","3.599193811416626","3.599193811416626","3.599193811416626","4.5887250900268555","4.5887250900268555","4.5887250900268555"
"58","57","57","57","4.857509613037109","4.857509613037109","4.857509613037109","4.520757675170898","4.520757675170898","4.520757675170898","57","57","57","5.029263496398926","5.029263496398926","5.029263496398926","4.358321189880371","4.358321189880371","4.358321189880371","57","57","57","2.35","2.35","2.35","4.3","4.3","4.3","57","57","57","4.631320953369141","4.631320953369141","4.631320953369141","4.977542400360107","4.977542400360107","4.977542400360107","57","57","57","3.564723491668701","3.564723491668701","3.564723491668701","4.679479598999023","4.679479598999023","4.679479598999023"
"59","58","58","58","4.733017921447754","4.733017921447754","4.733017921447754","4.3116841316223145","4.3116841316223145","4.3116841316223145","58","58","58","4.833226680755615","4.833226680755615","4.833226680755615","4.34583044052124","4.34583044052124","4.34583044052124","58","58","58","2.35","2.35","2.35","4.3","4.3","4.3","58","58","58","4.624368190765381","4.624368190765381","4.624368190765381","4.586390495300293","4.586390495300293","4.586390495300293","58","58","58","3.4671590328216553","3.4671590328216553","3.4671590328216553","4.776235103607178","4.776235103607178","4.776235103607178"
"60","59","59","59","4.730965614318848","4.730965614318848","4.730965614318848","4.543587684631348","4.543587684631348","4.543587684631348","59","59","59","4.8057379722595215","4.8057379722595215","4.8057379722595215","4.718713283538818","4.718713283538818","4.718713283538818","59","59","59","2.35","2.35","2.35","4.3","4.3","4.3","59","59","59","4.658331871032715","4.658331871032715","4.658331871032715","4.985691547393799","4.985691547393799","4.985691547393799","59","59","59","3.4668593406677246","3.4668593406677246","3.4668593406677246","4.5722503662109375","4.5722503662109375","4.5722503662109375"
"61","60","60","60","4.6454668045043945","4.6454668045043945","4.6454668045043945","4.442839622497559","4.442839622497559","4.442839622497559","60","60","60","4.731082439422607","4.731082439422607","4.731082439422607","4.372806549072266","4.372806549072266","4.372806549072266","60","60","60","2.35","2.35","2.35","4.3","4.3","4.3","60","60","60","4.501035213470459","4.501035213470459","4.501035213470459","4.54815149307251","4.54815149307251","4.54815149307251","60","60","60","3.45841646194458","3.45841646194458","3.45841646194458","4.773404121398926","4.773404121398926","4.773404121398926"
"62","61","61","61","4.689674377441406","4.689674377441406","4.689674377441406","4.3267059326171875","4.3267059326171875","4.3267059326171875","61","61","61","4.793736934661865","4.793736934661865","4.793736934661865","4.307331562042236","4.307331562042236","4.307331562042236","61","61","61","2.35","2.35","2.35","4.3","4.3","4.3","61","61","61","4.640842914581299","4.640842914581299","4.640842914581299","4.897640705108643","4.897640705108643","4.897640705108643","61","61","61","3.442023277282715","3.442023277282715","3.442023277282715","4.789921283721924","4.789921283721924","4.789921283721924"
"63","62","62","62","4.694255828857422","4.694255828857422","4.694255828857422","4.270400047302246","4.270400047302246","4.270400047302246","62","62","62","4.736595630645752","4.736595630645752","4.736595630645752","4.3483357429504395","4.3483357429504395","4.3483357429504395","62","62","62","2.35","2.35","2.35","4.3","4.3","4.3","62","62","62","4.751955986022949","4.751955986022949","4.751955986022949","4.515445709228516","4.515445709228516","4.515445709228516","62","62","62","3.4167630672454834","3.4167630672454834","3.4167630672454834","4.568654537200928","4.568654537200928","4.568654537200928"
"64","63","63","63","4.834957122802734","4.834957122802734","4.834957122802734","4.546297073364258","4.546297073364258","4.546297073364258","63","63","63","4.7690277099609375","4.7690277099609375","4.7690277099609375","4.3110270500183105","4.3110270500183105","4.3110270500183105","63","63","63","2.35","2.35","2.35","4.3","4.3","4.3","63","63","63","4.5983781814575195","4.5983781814575195","4.5983781814575195","4.728365421295166","4.728365421295166","4.728365421295166","63","63","63","3.397831439971924","3.397831439971924","3.397831439971924","4.53090238571167","4.53090238571167","4.53090238571167"
"65","64","64","64","4.759982109069824","4.759982109069824","4.759982109069824","4.299520969390869","4.299520969390869","4.299520969390869","64","64","64","4.817775249481201","4.817775249481201","4.817775249481201","4.490828990936279","4.490828990936279","4.490828990936279","64","64","64","2.35","2.35","2.35","4.3","4.3","4.3","64","64","64","4.539775371551514","4.539775371551514","4.539775371551514","4.609132766723633","4.609132766723633","4.609132766723633","64","64","64","3.412475109100342","3.412475109100342","3.412475109100342","4.641640663146973","4.641640663146973","4.641640663146973"
"66","65","65","65","4.6474690437316895","4.6474690437316895","4.6474690437316895","4.69638204574585","4.69638204574585","4.69638204574585","65","65","65","4.624664306640625","4.624664306640625","4.624664306640625","4.855245590209961","4.855245590209961","4.855245590209961","65","65","65","2.35","2.35","2.35","4.3","4.3","4.3","65","65","65","4.6468281745910645","4.6468281745910645","4.6468281745910645","4.515274524688721","4.515274524688721","4.515274524688721","65","65","65","3.3110742568969727","3.3110742568969727","3.3110742568969727","5.05286979675293","5.05286979675293","5.05286979675293"
"67","66","66","66","4.614900588989258","4.614900588989258","4.614900588989258","4.369173526763916","4.369173526763916","4.369173526763916","66","66","66","4.63070821762085","4.63070821762085","4.63070821762085","4.293010234832764","4.293010234832764","4.293010234832764","66","66","66","2.35","2.35","2.35","4.3","4.3","4.3","66","66","66","4.45864725112915","4.45864725112915","4.45864725112915","4.6471638679504395","4.6471638679504395","4.6471638679504395","66","66","66","3.267667770385742","3.267667770385742","3.267667770385742","4.626462936401367","4.626462936401367","4.626462936401367"
"68","67","67","67","4.5778703689575195","4.5778703689575195","4.5778703689575195","4.25416898727417","4.25416898727417","4.25416898727417","67","67","67","4.565258979797363","4.565258979797363","4.565258979797363","4.30756950378418","4.30756950378418","4.30756950378418","67","67","67","2.35","2.35","2.35","4.3","4.3","4.3","67","67","67","4.548740863800049","4.548740863800049","4.548740863800049","4.823975563049316","4.823975563049316","4.823975563049316","67","67","67","3.1421964168548584","3.1421964168548584","3.1421964168548584","4.596399784088135","4.596399784088135","4.596399784088135"
"69","68","68","68","4.590778350830078","4.590778350830078","4.590778350830078","4.299459457397461","4.299459457397461","4.299459457397461","68","68","68","4.635961055755615","4.635961055755615","4.635961055755615","4.319962978363037","4.319962978363037","4.319962978363037","68","68","68","2.35","2.35","2.35","4.3","4.3","4.3","68","68","68","4.531033515930176","4.531033515930176","4.531033515930176","4.678870677947998","4.678870677947998","4.678870677947998","68","68","68","3.100951671600342","3.100951671600342","3.100951671600342","4.586692810058594","4.586692810058594","4.586692810058594"
"70","69","69","69","4.578596115112305","4.578596115112305","4.578596115112305","4.240547180175781","4.240547180175781","4.240547180175781","69","69","69","4.558516025543213","4.558516025543213","4.558516025543213","4.251974105834961","4.251974105834961","4.251974105834961","69","69","69","2.35","2.35","2.35","4.3","4.3","4.3","69","69","69","4.500674247741699","4.500674247741699","4.500674247741699","4.58965539932251","4.58965539932251","4.58965539932251","69","69","69","3.085883855819702","3.085883855819702","3.085883855819702","4.602353096008301","4.602353096008301","4.602353096008301"
"71","70","70","70","4.613297462463379","4.613297462463379","4.613297462463379","4.375317573547363","4.375317573547363","4.375317573547363","70","70","70","4.562418460845947","4.562418460845947","4.562418460845947","4.285860538482666","4.285860538482666","4.285860538482666","70","70","70","2.35","2.35","2.35","4.3","4.3","4.3","70","70","70","4.510340690612793","4.510340690612793","4.510340690612793","4.887628078460693","4.887628078460693","4.887628078460693","70","70","70","3.068977117538452","3.068977117538452","3.068977117538452","4.648153305053711","4.648153305053711","4.648153305053711"
"72","71","71","71","4.590639591217041","4.590639591217041","4.590639591217041","4.237244129180908","4.237244129180908","4.237244129180908","71","71","71","4.578528881072998","4.578528881072998","4.578528881072998","4.326173782348633","4.326173782348633","4.326173782348633","71","71","71","2.35","2.35","2.35","4.3","4.3","4.3","71","71","71","4.537716388702393","4.537716388702393","4.537716388702393","4.5543212890625","4.5543212890625","4.5543212890625","71","71","71","3.3690884113311768","3.3690884113311768","3.3690884113311768","5.819460868835449","5.819460868835449","5.819460868835449"
"73","72","72","72","4.63633394241333","4.63633394241333","4.63633394241333","4.3681960105896","4.3681960105896","4.3681960105896","72","72","72","4.577805042266846","4.577805042266846","4.577805042266846","4.293477535247803","4.293477535247803","4.293477535247803","72","72","72","2.35","2.35","2.35","4.3","4.3","4.3","72","72","72","4.477355003356934","4.477355003356934","4.477355003356934","4.675037384033203","4.675037384033203","4.675037384033203","72","72","72","3.058872699737549","3.058872699737549","3.058872699737549","5.703757286071777","5.703757286071777","5.703757286071777"
