"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.mae","base1cd5-no_graphs - train.mae__MIN","base1cd5-no_graphs - train.mae__MAX","base1cd5-no_graphs - valid.mae","base1cd5-no_graphs - valid.mae__MIN","base1cd5-no_graphs - valid.mae__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.mae","base3cd5_s1n64-all_graphs - train.mae__MIN","base3cd5_s1n64-all_graphs - train.mae__MAX","base3cd5_s1n64-all_graphs - valid.mae","base3cd5_s1n64-all_graphs - valid.mae__MIN","base3cd5_s1n64-all_graphs - valid.mae__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.mae","DeepSTABp - train.mae__MIN","DeepSTABp - train.mae__MAX","DeepSTABp - valid.mae","DeepSTABp - valid.mae__MIN","DeepSTABp - valid.mae__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.mae","base3d5_s1n16-all_graphs-bs64 - train.mae__MIN","base3d5_s1n16-all_graphs-bs64 - train.mae__MAX","base3d5_s1n16-all_graphs-bs64 - valid.mae","base3d5_s1n16-all_graphs-bs64 - valid.mae__MIN","base3d5_s1n16-all_graphs-bs64 - valid.mae__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.mae","base3d5_s1n64-all_graphs - train.mae__MIN","base3d5_s1n64-all_graphs - train.mae__MAX","base3d5_s1n64-all_graphs - valid.mae","base3d5_s1n64-all_graphs - valid.mae__MIN","base3d5_s1n64-all_graphs - valid.mae__MAX"
"229","228","228","228","2.450255870819092","2.450255870819092","2.450255870819092","3.433319568634033","3.433319568634033","3.433319568634033","228","228","228","1.5217170715332031","1.5217170715332031","1.5217170715332031","3.6203596591949463","3.6203596591949463","3.6203596591949463","228","228","228","1.81","1.81","1.81","3.22","3.22","3.22","228","228","228","3.156958818435669","3.156958818435669","3.156958818435669","3.6711604595184326","3.6711604595184326","3.6711604595184326","228","228","228","1.634775161743164","1.634775161743164","1.634775161743164","3.7217578887939453","3.7217578887939453","3.7217578887939453"
"230","229","229","229","2.45367431640625","2.45367431640625","2.45367431640625","3.302480936050415","3.302480936050415","3.302480936050415","229","229","229","1.5142110586166382","1.5142110586166382","1.5142110586166382","3.5299465656280518","3.5299465656280518","3.5299465656280518","229","229","229","1.81","1.81","1.81","3.22","3.22","3.22","229","229","229","3.1072380542755127","3.1072380542755127","3.1072380542755127","3.7905914783477783","3.7905914783477783","3.7905914783477783","229","229","229","1.5780326128005981","1.5780326128005981","1.5780326128005981","3.5417580604553223","3.5417580604553223","3.5417580604553223"
"231","230","230","230","2.4045794010162354","2.4045794010162354","2.4045794010162354","3.3624491691589355","3.3624491691589355","3.3624491691589355","230","230","230","1.458979606628418","1.458979606628418","1.458979606628418","3.544877052307129","3.544877052307129","3.544877052307129","230","230","230","1.81","1.81","1.81","3.22","3.22","3.22","230","230","230","3.105478525161743","3.105478525161743","3.105478525161743","3.5656988620758057","3.5656988620758057","3.5656988620758057","230","230","230","1.5530610084533691","1.5530610084533691","1.5530610084533691","3.576702356338501","3.576702356338501","3.576702356338501"
"232","231","231","231","2.455281972885132","2.455281972885132","2.455281972885132","3.349821090698242","3.349821090698242","3.349821090698242","231","231","231","1.492463231086731","1.492463231086731","1.492463231086731","3.5963172912597656","3.5963172912597656","3.5963172912597656","231","231","231","1.81","1.81","1.81","3.22","3.22","3.22","231","231","231","3.0698254108428955","3.0698254108428955","3.0698254108428955","3.8476266860961914","3.8476266860961914","3.8476266860961914","231","231","231","1.6013493537902832","1.6013493537902832","1.6013493537902832","3.5092880725860596","3.5092880725860596","3.5092880725860596"
"233","232","232","232","2.416961431503296","2.416961431503296","2.416961431503296","3.4282708168029785","3.4282708168029785","3.4282708168029785","232","232","232","1.424121618270874","1.424121618270874","1.424121618270874","3.5671157836914062","3.5671157836914062","3.5671157836914062","232","232","232","1.81","1.81","1.81","3.22","3.22","3.22","232","232","232","3.1703784465789795","3.1703784465789795","3.1703784465789795","3.9204349517822266","3.9204349517822266","3.9204349517822266","232","232","232","1.5359398126602173","1.5359398126602173","1.5359398126602173","3.6984400749206543","3.6984400749206543","3.6984400749206543"
"234","233","233","233","2.44071364402771","2.44071364402771","2.44071364402771","3.4312500953674316","3.4312500953674316","3.4312500953674316","233","233","233","1.4601061344146729","1.4601061344146729","1.4601061344146729","3.807387351989746","3.807387351989746","3.807387351989746","233","233","233","1.81","1.81","1.81","3.22","3.22","3.22","233","233","233","3.1572232246398926","3.1572232246398926","3.1572232246398926","3.711613416671753","3.711613416671753","3.711613416671753","233","233","233","1.590915560722351","1.590915560722351","1.590915560722351","4.014296531677246","4.014296531677246","4.014296531677246"
"235","234","234","234","2.4482195377349854","2.4482195377349854","2.4482195377349854","3.455275297164917","3.455275297164917","3.455275297164917","234","234","234","1.551002860069275","1.551002860069275","1.551002860069275","3.544255256652832","3.544255256652832","3.544255256652832","234","234","234","1.81","1.81","1.81","3.22","3.22","3.22","234","234","234","3.1119890213012695","3.1119890213012695","3.1119890213012695","3.6973354816436768","3.6973354816436768","3.6973354816436768","234","234","234","1.6311981678009033","1.6311981678009033","1.6311981678009033","3.592682123184204","3.592682123184204","3.592682123184204"
"236","235","235","235","2.4137191772460938","2.4137191772460938","2.4137191772460938","3.397653579711914","3.397653579711914","3.397653579711914","235","235","235","1.4924607276916504","1.4924607276916504","1.4924607276916504","3.480875253677368","3.480875253677368","3.480875253677368","235","235","235","1.81","1.81","1.81","3.22","3.22","3.22","235","235","235","3.138427734375","3.138427734375","3.138427734375","3.6226389408111572","3.6226389408111572","3.6226389408111572","235","235","235","1.5624457597732544","1.5624457597732544","1.5624457597732544","3.664411783218384","3.664411783218384","3.664411783218384"
"237","236","236","236","2.491645336151123","2.491645336151123","2.491645336151123","3.3572182655334473","3.3572182655334473","3.3572182655334473","236","236","236","1.6265559196472168","1.6265559196472168","1.6265559196472168","3.8296499252319336","3.8296499252319336","3.8296499252319336","236","236","236","1.81","1.81","1.81","3.22","3.22","3.22","236","236","236","3.0720293521881104","3.0720293521881104","3.0720293521881104","3.704932451248169","3.704932451248169","3.704932451248169","236","236","236","1.6403357982635498","1.6403357982635498","1.6403357982635498","3.5453402996063232","3.5453402996063232","3.5453402996063232"
"238","237","237","237","2.4078338146209717","2.4078338146209717","2.4078338146209717","3.469834804534912","3.469834804534912","3.469834804534912","237","237","237","1.4331965446472168","1.4331965446472168","1.4331965446472168","3.656365394592285","3.656365394592285","3.656365394592285","237","237","237","1.81","1.81","1.81","3.22","3.22","3.22","237","237","237","3.0688538551330566","3.0688538551330566","3.0688538551330566","3.5786356925964355","3.5786356925964355","3.5786356925964355","237","237","237","1.5636740922927856","1.5636740922927856","1.5636740922927856","3.506681203842163","3.506681203842163","3.506681203842163"
"239","238","238","238","2.4266746044158936","2.4266746044158936","2.4266746044158936","3.421416997909546","3.421416997909546","3.421416997909546","238","238","238","1.4040411710739136","1.4040411710739136","1.4040411710739136","3.48799467086792","3.48799467086792","3.48799467086792","238","238","238","1.81","1.81","1.81","3.22","3.22","3.22","238","238","238","3.1210670471191406","3.1210670471191406","3.1210670471191406","3.7939059734344482","3.7939059734344482","3.7939059734344482","238","238","238","1.562519907951355","1.562519907951355","1.562519907951355","3.8338592052459717","3.8338592052459717","3.8338592052459717"
"240","239","239","239","2.3882100582122803","2.3882100582122803","2.3882100582122803","3.3595242500305176","3.3595242500305176","3.3595242500305176","239","239","239","1.3938994407653809","1.3938994407653809","1.3938994407653809","3.8606414794921875","3.8606414794921875","3.8606414794921875","239","239","239","1.81","1.81","1.81","3.22","3.22","3.22","239","239","239","3.054356575012207","3.054356575012207","3.054356575012207","3.7785251140594482","3.7785251140594482","3.7785251140594482","239","239","239","1.542536735534668","1.542536735534668","1.542536735534668","3.6622114181518555","3.6622114181518555","3.6622114181518555"
"241","240","240","240","2.4283390045166016","2.4283390045166016","2.4283390045166016","3.375422239303589","3.375422239303589","3.375422239303589","240","240","240","1.5014901161193848","1.5014901161193848","1.5014901161193848","3.487764835357666","3.487764835357666","3.487764835357666","240","240","240","1.81","1.81","1.81","3.22","3.22","3.22","240","240","240","3.0968210697174072","3.0968210697174072","3.0968210697174072","4.202089786529541","4.202089786529541","4.202089786529541","240","240","240","1.595521092414856","1.595521092414856","1.595521092414856","3.4828357696533203","3.4828357696533203","3.4828357696533203"
"242","241","241","241","2.4212656021118164","2.4212656021118164","2.4212656021118164","3.538670778274536","3.538670778274536","3.538670778274536","241","241","241","1.4203861951828003","1.4203861951828003","1.4203861951828003","3.505035877227783","3.505035877227783","3.505035877227783","241","241","241","1.81","1.81","1.81","3.22","3.22","3.22","241","241","241","3.045459270477295","3.045459270477295","3.045459270477295","3.7153124809265137","3.7153124809265137","3.7153124809265137","241","241","241","1.5297718048095703","1.5297718048095703","1.5297718048095703","3.805062770843506","3.805062770843506","3.805062770843506"
"243","242","242","242","2.447809934616089","2.447809934616089","2.447809934616089","3.3463354110717773","3.3463354110717773","3.3463354110717773","242","242","242","1.462104320526123","1.462104320526123","1.462104320526123","3.431262493133545","3.431262493133545","3.431262493133545","242","242","242","1.81","1.81","1.81","3.22","3.22","3.22","242","242","242","3.0612423419952393","3.0612423419952393","3.0612423419952393","4.056217670440674","4.056217670440674","4.056217670440674","242","242","242","1.6542762517929077","1.6542762517929077","1.6542762517929077","3.8919358253479004","3.8919358253479004","3.8919358253479004"
"244","243","243","243","2.4179189205169678","2.4179189205169678","2.4179189205169678","3.3859612941741943","3.3859612941741943","3.3859612941741943","243","243","243","1.4657222032546997","1.4657222032546997","1.4657222032546997","3.8720543384552","3.8720543384552","3.8720543384552","243","243","243","1.81","1.81","1.81","3.22","3.22","3.22","243","243","243","3.0484211444854736","3.0484211444854736","3.0484211444854736","3.898578643798828","3.898578643798828","3.898578643798828","243","243","243","1.5614761114120483","1.5614761114120483","1.5614761114120483","3.5961639881134033","3.5961639881134033","3.5961639881134033"
"245","244","244","244","2.430615186691284","2.430615186691284","2.430615186691284","3.3212461471557617","3.3212461471557617","3.3212461471557617","244","244","244","1.5433863401412964","1.5433863401412964","1.5433863401412964","3.4932382106781006","3.4932382106781006","3.4932382106781006","244","244","244","1.81","1.81","1.81","3.22","3.22","3.22","244","244","244","3.069615602493286","3.069615602493286","3.069615602493286","3.675595283508301","3.675595283508301","3.675595283508301","244","244","244","1.6673024892807007","1.6673024892807007","1.6673024892807007","3.5437934398651123","3.5437934398651123","3.5437934398651123"
"246","245","245","245","2.4321391582489014","2.4321391582489014","2.4321391582489014","3.3674895763397217","3.3674895763397217","3.3674895763397217","245","245","245","1.5897655487060547","1.5897655487060547","1.5897655487060547","3.4780914783477783","3.4780914783477783","3.4780914783477783","245","245","245","1.81","1.81","1.81","3.22","3.22","3.22","245","245","245","3.1100850105285645","3.1100850105285645","3.1100850105285645","3.5516648292541504","3.5516648292541504","3.5516648292541504","245","245","245","1.628128170967102","1.628128170967102","1.628128170967102","3.6550018787384033","3.6550018787384033","3.6550018787384033"
"247","246","246","246","2.4914658069610596","2.4914658069610596","2.4914658069610596","3.373206615447998","3.373206615447998","3.373206615447998","246","246","246","1.6499192714691162","1.6499192714691162","1.6499192714691162","3.96590518951416","3.96590518951416","3.96590518951416","246","246","246","1.81","1.81","1.81","3.22","3.22","3.22","246","246","246","3.1938087940216064","3.1938087940216064","3.1938087940216064","3.837827444076538","3.837827444076538","3.837827444076538","246","246","246","1.7213574647903442","1.7213574647903442","1.7213574647903442","3.6162338256835938","3.6162338256835938","3.6162338256835938"
"248","247","247","247","2.4611897468566895","2.4611897468566895","2.4611897468566895","3.4425201416015625","3.4425201416015625","3.4425201416015625","247","247","247","1.5987193584442139","1.5987193584442139","1.5987193584442139","3.6634433269500732","3.6634433269500732","3.6634433269500732","247","247","247","1.81","1.81","1.81","3.22","3.22","3.22","247","247","247","3.11712384223938","3.11712384223938","3.11712384223938","3.9907796382904053","3.9907796382904053","3.9907796382904053","247","247","247","1.6680527925491333","1.6680527925491333","1.6680527925491333","3.4672000408172607","3.4672000408172607","3.4672000408172607"
"249","248","248","248","2.422595977783203","2.422595977783203","2.422595977783203","3.4001224040985107","3.4001224040985107","3.4001224040985107","248","248","248","1.5856982469558716","1.5856982469558716","1.5856982469558716","3.546677589416504","3.546677589416504","3.546677589416504","248","248","248","1.81","1.81","1.81","3.22","3.22","3.22","248","248","248","3.117201566696167","3.117201566696167","3.117201566696167","3.9569125175476074","3.9569125175476074","3.9569125175476074","248","248","248","1.5662177801132202","1.5662177801132202","1.5662177801132202","3.650601625442505","3.650601625442505","3.650601625442505"
"250","249","249","249","2.3936755657196045","2.3936755657196045","2.3936755657196045","3.4070942401885986","3.4070942401885986","3.4070942401885986","249","249","249","1.4473261833190918","1.4473261833190918","1.4473261833190918","3.57554030418396","3.57554030418396","3.57554030418396","249","249","249","1.81","1.81","1.81","3.22","3.22","3.22","249","249","249","3.0627400875091553","3.0627400875091553","3.0627400875091553","3.6916606426239014","3.6916606426239014","3.6916606426239014","249","249","249","1.6075159311294556","1.6075159311294556","1.6075159311294556","3.6660702228546143","3.6660702228546143","3.6660702228546143"
"251","250","250","250","2.4330904483795166","2.4330904483795166","2.4330904483795166","3.3590524196624756","3.3590524196624756","3.3590524196624756","250","250","250","1.5041707754135132","1.5041707754135132","1.5041707754135132","3.598029613494873","3.598029613494873","3.598029613494873","250","250","250","1.81","1.81","1.81","3.22","3.22","3.22","250","250","250","3.0940122604370117","3.0940122604370117","3.0940122604370117","3.879213809967041","3.879213809967041","3.879213809967041","250","250","250","1.5876336097717285","1.5876336097717285","1.5876336097717285","3.637299060821533","3.637299060821533","3.637299060821533"
"252","251","251","251","2.4590961933135986","2.4590961933135986","2.4590961933135986","3.3746705055236816","3.3746705055236816","3.3746705055236816","251","251","251","1.5544393062591553","1.5544393062591553","1.5544393062591553","3.7652859687805176","3.7652859687805176","3.7652859687805176","251","251","251","1.81","1.81","1.81","3.22","3.22","3.22","251","251","251","3.0906262397766113","3.0906262397766113","3.0906262397766113","3.877533435821533","3.877533435821533","3.877533435821533","251","251","251","1.5980019569396973","1.5980019569396973","1.5980019569396973","3.9273488521575928","3.9273488521575928","3.9273488521575928"
"253","252","252","252","2.4376416206359863","2.4376416206359863","2.4376416206359863","3.3837223052978516","3.3837223052978516","3.3837223052978516","252","252","252","1.5592457056045532","1.5592457056045532","1.5592457056045532","3.505208730697632","3.505208730697632","3.505208730697632","252","252","252","1.81","1.81","1.81","3.22","3.22","3.22","252","252","252","3.093531370162964","3.093531370162964","3.093531370162964","3.8692946434020996","3.8692946434020996","3.8692946434020996","252","252","252","1.605226755142212","1.605226755142212","1.605226755142212","4.281277656555176","4.281277656555176","4.281277656555176"
"254","253","253","253","2.332425355911255","2.332425355911255","2.332425355911255","3.344571113586426","3.344571113586426","3.344571113586426","253","253","253","1.3748812675476074","1.3748812675476074","1.3748812675476074","3.7776682376861572","3.7776682376861572","3.7776682376861572","253","253","253","1.81","1.81","1.81","3.22","3.22","3.22","253","253","253","3.088622570037842","3.088622570037842","3.088622570037842","3.9161298274993896","3.9161298274993896","3.9161298274993896","253","253","253","1.5396339893341064","1.5396339893341064","1.5396339893341064","3.63571834564209","3.63571834564209","3.63571834564209"
"255","254","254","254","2.3942437171936035","2.3942437171936035","2.3942437171936035","3.435394287109375","3.435394287109375","3.435394287109375","254","254","254","1.4578063488006592","1.4578063488006592","1.4578063488006592","3.6104068756103516","3.6104068756103516","3.6104068756103516","254","254","254","1.81","1.81","1.81","3.22","3.22","3.22","254","254","254","3.142957925796509","3.142957925796509","3.142957925796509","3.6546483039855957","3.6546483039855957","3.6546483039855957","254","254","254","1.5963720083236694","1.5963720083236694","1.5963720083236694","3.613283395767212","3.613283395767212","3.613283395767212"
"256","255","255","255","2.5477333068847656","2.5477333068847656","2.5477333068847656","3.3222568035125732","3.3222568035125732","3.3222568035125732","255","255","255","1.6958738565444946","1.6958738565444946","1.6958738565444946","3.674065589904785","3.674065589904785","3.674065589904785","255","255","255","1.81","1.81","1.81","3.22","3.22","3.22","255","255","255","3.138845920562744","3.138845920562744","3.138845920562744","4.029915809631348","4.029915809631348","4.029915809631348","255","255","255","1.7551947832107544","1.7551947832107544","1.7551947832107544","3.5815417766571045","3.5815417766571045","3.5815417766571045"
"257","256","256","256","2.3561036586761475","2.3561036586761475","2.3561036586761475","3.350069522857666","3.350069522857666","3.350069522857666","256","256","256","1.4413644075393677","1.4413644075393677","1.4413644075393677","3.623051881790161","3.623051881790161","3.623051881790161","256","256","256","1.81","1.81","1.81","3.22","3.22","3.22","256","256","256","3.153531789779663","3.153531789779663","3.153531789779663","3.7992489337921143","3.7992489337921143","3.7992489337921143","256","256","256","1.501415729522705","1.501415729522705","1.501415729522705","3.5992915630340576","3.5992915630340576","3.5992915630340576"
"258","257","257","257","2.3580710887908936","2.3580710887908936","2.3580710887908936","3.344845771789551","3.344845771789551","3.344845771789551","257","257","257","1.3884774446487427","1.3884774446487427","1.3884774446487427","3.6545939445495605","3.6545939445495605","3.6545939445495605","257","257","257","1.81","1.81","1.81","3.22","3.22","3.22","257","257","257","3.191457748413086","3.191457748413086","3.191457748413086","3.8956856727600098","3.8956856727600098","3.8956856727600098","257","257","257","1.576141357421875","1.576141357421875","1.576141357421875","3.6138103008270264","3.6138103008270264","3.6138103008270264"
"259","258","258","258","2.450751543045044","2.450751543045044","2.450751543045044","3.3117146492004395","3.3117146492004395","3.3117146492004395","258","258","258","1.5632075071334839","1.5632075071334839","1.5632075071334839","3.4631524085998535","3.4631524085998535","3.4631524085998535","258","258","258","1.81","1.81","1.81","3.22","3.22","3.22","258","258","258","3.073436975479126","3.073436975479126","3.073436975479126","4.42246675491333","4.42246675491333","4.42246675491333","258","258","258","1.6050244569778442","1.6050244569778442","1.6050244569778442","3.790919542312622","3.790919542312622","3.790919542312622"
"260","259","259","259","2.3242478370666504","2.3242478370666504","2.3242478370666504","3.359377861022949","3.359377861022949","3.359377861022949","259","259","259","1.4076050519943237","1.4076050519943237","1.4076050519943237","3.783886432647705","3.783886432647705","3.783886432647705","259","259","259","1.81","1.81","1.81","3.22","3.22","3.22","259","259","259","3.085930109024048","3.085930109024048","3.085930109024048","3.604275941848755","3.604275941848755","3.604275941848755","259","259","259","1.5047080516815186","1.5047080516815186","1.5047080516815186","3.628307819366455","3.628307819366455","3.628307819366455"
"261","260","260","260","2.351649522781372","2.351649522781372","2.351649522781372","3.3751676082611084","3.3751676082611084","3.3751676082611084","260","260","260","1.3426837921142578","1.3426837921142578","1.3426837921142578","3.486675977706909","3.486675977706909","3.486675977706909","260","260","260","1.81","1.81","1.81","3.22","3.22","3.22","260","260","260","3.058971405029297","3.058971405029297","3.058971405029297","3.7803516387939453","3.7803516387939453","3.7803516387939453","260","260","260","1.5212335586547852","1.5212335586547852","1.5212335586547852","3.7155802249908447","3.7155802249908447","3.7155802249908447"
"262","261","261","261","2.3509888648986816","2.3509888648986816","2.3509888648986816","3.4103901386260986","3.4103901386260986","3.4103901386260986","261","261","261","1.3872572183609009","1.3872572183609009","1.3872572183609009","4.203689098358154","4.203689098358154","4.203689098358154","261","261","261","1.81","1.81","1.81","3.22","3.22","3.22","261","261","261","3.070596933364868","3.070596933364868","3.070596933364868","3.734499216079712","3.734499216079712","3.734499216079712","261","261","261","1.5507984161376953","1.5507984161376953","1.5507984161376953","3.708246946334839","3.708246946334839","3.708246946334839"
"263","262","262","262","2.3526487350463867","2.3526487350463867","2.3526487350463867","3.5606985092163086","3.5606985092163086","3.5606985092163086","262","262","262","1.4746191501617432","1.4746191501617432","1.4746191501617432","3.776073455810547","3.776073455810547","3.776073455810547","262","262","262","1.81","1.81","1.81","3.22","3.22","3.22","262","262","262","3.0818116664886475","3.0818116664886475","3.0818116664886475","3.9227633476257324","3.9227633476257324","3.9227633476257324","262","262","262","1.4998257160186768","1.4998257160186768","1.4998257160186768","3.5435869693756104","3.5435869693756104","3.5435869693756104"
"264","263","263","263","2.363473653793335","2.363473653793335","2.363473653793335","3.3990931510925293","3.3990931510925293","3.3990931510925293","263","263","263","1.4256986379623413","1.4256986379623413","1.4256986379623413","3.561678171157837","3.561678171157837","3.561678171157837","263","263","263","1.81","1.81","1.81","3.22","3.22","3.22","263","263","263","3.153071165084839","3.153071165084839","3.153071165084839","3.7746100425720215","3.7746100425720215","3.7746100425720215","263","263","263","1.576132893562317","1.576132893562317","1.576132893562317","3.7167773246765137","3.7167773246765137","3.7167773246765137"
"265","264","264","264","2.4067299365997314","2.4067299365997314","2.4067299365997314","3.376067876815796","3.376067876815796","3.376067876815796","264","264","264","1.441263198852539","1.441263198852539","1.441263198852539","3.6791746616363525","3.6791746616363525","3.6791746616363525","264","264","264","1.81","1.81","1.81","3.22","3.22","3.22","264","264","264","3.0977466106414795","3.0977466106414795","3.0977466106414795","3.619626045227051","3.619626045227051","3.619626045227051","264","264","264","1.6519831418991089","1.6519831418991089","1.6519831418991089","3.499209403991699","3.499209403991699","3.499209403991699"
"266","265","265","265","2.2711892127990723","2.2711892127990723","2.2711892127990723","3.336164712905884","3.336164712905884","3.336164712905884","265","265","265","1.293190598487854","1.293190598487854","1.293190598487854","3.4958384037017822","3.4958384037017822","3.4958384037017822","265","265","265","1.81","1.81","1.81","3.22","3.22","3.22","265","265","265","3.083207845687866","3.083207845687866","3.083207845687866","3.707123279571533","3.707123279571533","3.707123279571533","265","265","265","1.4790552854537964","1.4790552854537964","1.4790552854537964","3.6065587997436523","3.6065587997436523","3.6065587997436523"
"267","266","266","266","2.3039770126342773","2.3039770126342773","2.3039770126342773","3.383659601211548","3.383659601211548","3.383659601211548","266","266","266","1.3659566640853882","1.3659566640853882","1.3659566640853882","3.704918622970581","3.704918622970581","3.704918622970581","266","266","266","1.81","1.81","1.81","3.22","3.22","3.22","266","266","266","3.0903706550598145","3.0903706550598145","3.0903706550598145","3.8810231685638428","3.8810231685638428","3.8810231685638428","266","266","266","1.5797687768936157","1.5797687768936157","1.5797687768936157","3.708832263946533","3.708832263946533","3.708832263946533"
"268","267","267","267","2.3045003414154053","2.3045003414154053","2.3045003414154053","3.4486660957336426","3.4486660957336426","3.4486660957336426","267","267","267","1.3584438562393188","1.3584438562393188","1.3584438562393188","3.435767412185669","3.435767412185669","3.435767412185669","267","267","267","1.81","1.81","1.81","3.22","3.22","3.22","267","267","267","3.11972975730896","3.11972975730896","3.11972975730896","3.9166290760040283","3.9166290760040283","3.9166290760040283","267","267","267","1.582567811012268","1.582567811012268","1.582567811012268","3.4915950298309326","3.4915950298309326","3.4915950298309326"
"269","268","268","268","2.3454794883728027","2.3454794883728027","2.3454794883728027","3.436840295791626","3.436840295791626","3.436840295791626","268","268","268","1.4635370969772339","1.4635370969772339","1.4635370969772339","3.5083208084106445","3.5083208084106445","3.5083208084106445","268","268","268","1.81","1.81","1.81","3.22","3.22","3.22","268","268","268","3.132326602935791","3.132326602935791","3.132326602935791","3.9822449684143066","3.9822449684143066","3.9822449684143066","268","268","268","1.5470445156097412","1.5470445156097412","1.5470445156097412","3.529169797897339","3.529169797897339","3.529169797897339"
"270","269","269","269","2.3587241172790527","2.3587241172790527","2.3587241172790527","3.426445960998535","3.426445960998535","3.426445960998535","269","269","269","1.4365229606628418","1.4365229606628418","1.4365229606628418","3.4954726696014404","3.4954726696014404","3.4954726696014404","269","269","269","1.81","1.81","1.81","3.22","3.22","3.22","269","269","269","3.1006650924682617","3.1006650924682617","3.1006650924682617","4.027276515960693","4.027276515960693","4.027276515960693","269","269","269","1.6153219938278198","1.6153219938278198","1.6153219938278198","3.6861953735351562","3.6861953735351562","3.6861953735351562"
"271","270","270","270","2.2823572158813477","2.2823572158813477","2.2823572158813477","3.3183653354644775","3.3183653354644775","3.3183653354644775","270","270","270","1.3394811153411865","1.3394811153411865","1.3394811153411865","3.51517915725708","3.51517915725708","3.51517915725708","270","270","270","1.81","1.81","1.81","3.22","3.22","3.22","270","270","270","3.0934016704559326","3.0934016704559326","3.0934016704559326","3.514388084411621","3.514388084411621","3.514388084411621","270","270","270","1.490663766860962","1.490663766860962","1.490663766860962","3.551638126373291","3.551638126373291","3.551638126373291"
"272","271","271","271","2.3791794776916504","2.3791794776916504","2.3791794776916504","3.3448612689971924","3.3448612689971924","3.3448612689971924","271","271","271","1.4009201526641846","1.4009201526641846","1.4009201526641846","3.5361266136169434","3.5361266136169434","3.5361266136169434","271","271","271","1.81","1.81","1.81","3.22","3.22","3.22","271","271","271","3.068444013595581","3.068444013595581","3.068444013595581","3.6867430210113525","3.6867430210113525","3.6867430210113525","271","271","271","1.5727365016937256","1.5727365016937256","1.5727365016937256","3.5895655155181885","3.5895655155181885","3.5895655155181885"
"273","272","272","272","2.3567986488342285","2.3567986488342285","2.3567986488342285","3.4060921669006348","3.4060921669006348","3.4060921669006348","272","272","272","1.4418432712554932","1.4418432712554932","1.4418432712554932","3.544883966445923","3.544883966445923","3.544883966445923","272","272","272","1.81","1.81","1.81","3.22","3.22","3.22","272","272","272","3.144887924194336","3.144887924194336","3.144887924194336","3.7073214054107666","3.7073214054107666","3.7073214054107666","272","272","272","1.5688591003417969","1.5688591003417969","1.5688591003417969","3.5530624389648438","3.5530624389648438","3.5530624389648438"
"274","273","273","273","2.3760440349578857","2.3760440349578857","2.3760440349578857","3.3638157844543457","3.3638157844543457","3.3638157844543457","273","273","273","1.5445138216018677","1.5445138216018677","1.5445138216018677","3.6302645206451416","3.6302645206451416","3.6302645206451416","273","273","273","1.81","1.81","1.81","3.22","3.22","3.22","273","273","273","3.0934314727783203","3.0934314727783203","3.0934314727783203","3.7110278606414795","3.7110278606414795","3.7110278606414795","273","273","273","1.599135160446167","1.599135160446167","1.599135160446167","3.5816869735717773","3.5816869735717773","3.5816869735717773"
"275","274","274","274","2.327944278717041","2.327944278717041","2.327944278717041","3.315703868865967","3.315703868865967","3.315703868865967","274","274","274","1.3760766983032227","1.3760766983032227","1.3760766983032227","3.855706214904785","3.855706214904785","3.855706214904785","274","274","274","1.81","1.81","1.81","3.22","3.22","3.22","274","274","274","3.120840549468994","3.120840549468994","3.120840549468994","3.6255664825439453","3.6255664825439453","3.6255664825439453","274","274","274","1.5584189891815186","1.5584189891815186","1.5584189891815186","3.5073001384735107","3.5073001384735107","3.5073001384735107"
"276","275","275","275","2.39131498336792","2.39131498336792","2.39131498336792","3.34587025642395","3.34587025642395","3.34587025642395","275","275","275","1.5085325241088867","1.5085325241088867","1.5085325241088867","3.514448642730713","3.514448642730713","3.514448642730713","275","275","275","1.81","1.81","1.81","3.22","3.22","3.22","275","275","275","3.12225341796875","3.12225341796875","3.12225341796875","3.7917306423187256","3.7917306423187256","3.7917306423187256","275","275","275","1.5958939790725708","1.5958939790725708","1.5958939790725708","3.69503116607666","3.69503116607666","3.69503116607666"
"277","276","276","276","2.440063714981079","2.440063714981079","2.440063714981079","3.9085915088653564","3.9085915088653564","3.9085915088653564","276","276","276","1.6242135763168335","1.6242135763168335","1.6242135763168335","3.584057569503784","3.584057569503784","3.584057569503784","276","276","276","1.81","1.81","1.81","3.22","3.22","3.22","276","276","276","3.1201224327087402","3.1201224327087402","3.1201224327087402","3.6156630516052246","3.6156630516052246","3.6156630516052246","276","276","276","1.6213246583938599","1.6213246583938599","1.6213246583938599","3.974789619445801","3.974789619445801","3.974789619445801"
