"epoch","c1e-N - _step","c1e-N - _step__MIN","c1e-N - _step__MAX","c1e-N - train.rmse","c1e-N - train.rmse__MIN","c1e-N - train.rmse__MAX","c1e-N - valid.rmse","c1e-N - valid.rmse__MIN","c1e-N - valid.rmse__MAX","DeepSTABp_architecture - _step","DeepSTABp_architecture - _step__MIN","DeepSTABp_architecture - _step__MAX","DeepSTABp_architecture - train.rmse","DeepSTABp_architecture - train.rmse__MIN","DeepSTABp_architecture - train.rmse__MAX","DeepSTABp_architecture - valid.rmse","DeepSTABp_architecture - valid.rmse__MIN","DeepSTABp_architecture - valid.rmse__MAX","gcn_d3e_FFF-1x32-0_Nmean - _step","gcn_d3e_FFF-1x32-0_Nmean - _step__MIN","gcn_d3e_FFF-1x32-0_Nmean - _step__MAX","gcn_d3e_FFF-1x32-0_Nmean - train.rmse","gcn_d3e_FFF-1x32-0_Nmean - train.rmse__MIN","gcn_d3e_FFF-1x32-0_Nmean - train.rmse__MAX","gcn_d3e_FFF-1x32-0_Nmean - valid.rmse","gcn_d3e_FFF-1x32-0_Nmean - valid.rmse__MIN","gcn_d3e_FFF-1x32-0_Nmean - valid.rmse__MAX","gcn_d3_FFF-1x32-0_Nmean - _step","gcn_d3_FFF-1x32-0_Nmean - _step__MIN","gcn_d3_FFF-1x32-0_Nmean - _step__MAX","gcn_d3_FFF-1x32-0_Nmean - train.rmse","gcn_d3_FFF-1x32-0_Nmean - train.rmse__MIN","gcn_d3_FFF-1x32-0_Nmean - train.rmse__MAX","gcn_d3_FFF-1x32-0_Nmean - valid.rmse","gcn_d3_FFF-1x32-0_Nmean - valid.rmse__MIN","gcn_d3_FFF-1x32-0_Nmean - valid.rmse__MAX","d0e_F - _step","d0e_F - _step__MIN","d0e_F - _step__MAX","d0e_F - train.rmse","d0e_F - train.rmse__MIN","d0e_F - train.rmse__MAX","d0e_F - valid.rmse","d0e_F - valid.rmse__MIN","d0e_F - valid.rmse__MAX"
"123","122","122","122","4.236433029174805","4.236433029174805","4.236433029174805","4.271537780761719","4.271537780761719","4.271537780761719","122","122","122","2.6431009769439697","2.6431009769439697","2.6431009769439697","4.646617889404297","4.646617889404297","4.646617889404297","122","122","122","3.8663933277130127","3.8663933277130127","3.8663933277130127","4.6559858322143555","4.6559858322143555","4.6559858322143555","122","122","122","3.9609429836273193","3.9609429836273193","3.9609429836273193","5.083134651184082","5.083134651184082","5.083134651184082","122","122","122","7.725225448608398","7.725225448608398","7.725225448608398","6.426465034484863","6.426465034484863","6.426465034484863"
"124","123","123","123","4.235428810119629","4.235428810119629","4.235428810119629","4.3202972412109375","4.3202972412109375","4.3202972412109375","123","123","123","2.6140007972717285","2.6140007972717285","2.6140007972717285","4.707797050476074","4.707797050476074","4.707797050476074","123","123","123","3.8035764694213867","3.8035764694213867","3.8035764694213867","4.7074055671691895","4.7074055671691895","4.7074055671691895","123","123","123","3.9236981868743896","3.9236981868743896","3.9236981868743896","5.174808502197266","5.174808502197266","5.174808502197266","123","123","123","7.700060844421387","7.700060844421387","7.700060844421387","6.958507061004639","6.958507061004639","6.958507061004639"
"125","124","124","124","4.226879119873047","4.226879119873047","4.226879119873047","4.25756311416626","4.25756311416626","4.25756311416626","124","124","124","2.668195962905884","2.668195962905884","2.668195962905884","4.537295818328857","4.537295818328857","4.537295818328857","124","124","124","3.8344247341156006","3.8344247341156006","3.8344247341156006","4.717065334320068","4.717065334320068","4.717065334320068","124","124","124","3.9986000061035156","3.9986000061035156","3.9986000061035156","5.009669780731201","5.009669780731201","5.009669780731201","124","124","124","7.676630020141602","7.676630020141602","7.676630020141602","6.301506996154785","6.301506996154785","6.301506996154785"
"126","125","125","125","4.187194347381592","4.187194347381592","4.187194347381592","4.471752643585205","4.471752643585205","4.471752643585205","125","125","125","2.622178316116333","2.622178316116333","2.622178316116333","4.701390743255615","4.701390743255615","4.701390743255615","125","125","125","3.8852789402008057","3.8852789402008057","3.8852789402008057","4.5736236572265625","4.5736236572265625","4.5736236572265625","125","125","125","4.047530174255371","4.047530174255371","4.047530174255371","4.885760307312012","4.885760307312012","4.885760307312012","125","125","125","7.6823811531066895","7.6823811531066895","7.6823811531066895","6.7491774559021","6.7491774559021","6.7491774559021"
"127","126","126","126","4.2118425369262695","4.2118425369262695","4.2118425369262695","4.346282005310059","4.346282005310059","4.346282005310059","126","126","126","2.5601401329040527","2.5601401329040527","2.5601401329040527","4.5547966957092285","4.5547966957092285","4.5547966957092285","126","126","126","3.7255733013153076","3.7255733013153076","3.7255733013153076","4.650773525238037","4.650773525238037","4.650773525238037","126","126","126","3.9054744243621826","3.9054744243621826","3.9054744243621826","4.779857158660889","4.779857158660889","4.779857158660889","126","126","126","7.609470844268799","7.609470844268799","7.609470844268799","6.2711076736450195","6.2711076736450195","6.2711076736450195"
"128","127","127","127","4.232834815979004","4.232834815979004","4.232834815979004","4.1952433586120605","4.1952433586120605","4.1952433586120605","127","127","127","2.6110522747039795","2.6110522747039795","2.6110522747039795","4.515666484832764","4.515666484832764","4.515666484832764","127","127","127","3.8712470531463623","3.8712470531463623","3.8712470531463623","4.684315204620361","4.684315204620361","4.684315204620361","127","127","127","4.07821798324585","4.07821798324585","4.07821798324585","4.801513195037842","4.801513195037842","4.801513195037842","127","127","127","7.674905300140381","7.674905300140381","7.674905300140381","6.830110549926758","6.830110549926758","6.830110549926758"
"129","128","128","128","4.173673152923584","4.173673152923584","4.173673152923584","4.345201015472412","4.345201015472412","4.345201015472412","128","128","128","2.644882917404175","2.644882917404175","2.644882917404175","4.464453220367432","4.464453220367432","4.464453220367432","128","128","128","3.7889678478240967","3.7889678478240967","3.7889678478240967","4.645277976989746","4.645277976989746","4.645277976989746","128","128","128","4.022818565368652","4.022818565368652","4.022818565368652","4.775839328765869","4.775839328765869","4.775839328765869","128","128","128","7.627902507781982","7.627902507781982","7.627902507781982","6.540678024291992","6.540678024291992","6.540678024291992"
"130","129","129","129","4.240450859069824","4.240450859069824","4.240450859069824","4.27205228805542","4.27205228805542","4.27205228805542","129","129","129","2.683140754699707","2.683140754699707","2.683140754699707","4.59382963180542","4.59382963180542","4.59382963180542","129","129","129","3.796058416366577","3.796058416366577","3.796058416366577","4.804213523864746","4.804213523864746","4.804213523864746","129","129","129","3.98837947845459","3.98837947845459","3.98837947845459","5.4571614265441895","5.4571614265441895","5.4571614265441895","129","129","129","7.741367340087891","7.741367340087891","7.741367340087891","6.4347028732299805","6.4347028732299805","6.4347028732299805"
"131","130","130","130","4.161207675933838","4.161207675933838","4.161207675933838","4.268692970275879","4.268692970275879","4.268692970275879","130","130","130","2.4927358627319336","2.4927358627319336","2.4927358627319336","4.521117210388184","4.521117210388184","4.521117210388184","130","130","130","3.730170726776123","3.730170726776123","3.730170726776123","4.71728515625","4.71728515625","4.71728515625","130","130","130","3.8633148670196533","3.8633148670196533","3.8633148670196533","4.714537620544434","4.714537620544434","4.714537620544434","130","130","130","7.6501264572143555","7.6501264572143555","7.6501264572143555","7.30582332611084","7.30582332611084","7.30582332611084"
"132","131","131","131","4.157637119293213","4.157637119293213","4.157637119293213","4.458225727081299","4.458225727081299","4.458225727081299","131","131","131","2.5556867122650146","2.5556867122650146","2.5556867122650146","4.533542633056641","4.533542633056641","4.533542633056641","131","131","131","3.749453067779541","3.749453067779541","3.749453067779541","4.592949390411377","4.592949390411377","4.592949390411377","131","131","131","3.7811453342437744","3.7811453342437744","3.7811453342437744","4.882518768310547","4.882518768310547","4.882518768310547","131","131","131","7.691778659820557","7.691778659820557","7.691778659820557","7.048638820648193","7.048638820648193","7.048638820648193"
"133","132","132","132","4.2350335121154785","4.2350335121154785","4.2350335121154785","4.227742671966553","4.227742671966553","4.227742671966553","132","132","132","2.7167673110961914","2.7167673110961914","2.7167673110961914","4.64865779876709","4.64865779876709","4.64865779876709","132","132","132","3.8573968410491943","3.8573968410491943","3.8573968410491943","4.6496806144714355","4.6496806144714355","4.6496806144714355","132","132","132","3.9998910427093506","3.9998910427093506","3.9998910427093506","4.628673553466797","4.628673553466797","4.628673553466797","132","132","132","7.7300519943237305","7.7300519943237305","7.7300519943237305","6.810210227966309","6.810210227966309","6.810210227966309"
"134","133","133","133","4.1560468673706055","4.1560468673706055","4.1560468673706055","4.256583213806152","4.256583213806152","4.256583213806152","133","133","133","2.610976219177246","2.610976219177246","2.610976219177246","4.4688801765441895","4.4688801765441895","4.4688801765441895","133","133","133","3.895371437072754","3.895371437072754","3.895371437072754","5.320639610290527","5.320639610290527","5.320639610290527","133","133","133","4.027026176452637","4.027026176452637","4.027026176452637","5.3288140296936035","5.3288140296936035","5.3288140296936035","133","133","133","7.610420227050781","7.610420227050781","7.610420227050781","6.988213539123535","6.988213539123535","6.988213539123535"
"135","134","134","134","4.141617298126221","4.141617298126221","4.141617298126221","4.263585567474365","4.263585567474365","4.263585567474365","134","134","134","2.5399608612060547","2.5399608612060547","2.5399608612060547","4.780374050140381","4.780374050140381","4.780374050140381","134","134","134","3.837498664855957","3.837498664855957","3.837498664855957","4.53271484375","4.53271484375","4.53271484375","134","134","134","4.072961807250977","4.072961807250977","4.072961807250977","5.046069145202637","5.046069145202637","5.046069145202637","134","134","134","7.621097087860107","7.621097087860107","7.621097087860107","6.848049163818359","6.848049163818359","6.848049163818359"
"136","135","135","135","4.204881191253662","4.204881191253662","4.204881191253662","4.165218353271484","4.165218353271484","4.165218353271484","135","135","135","2.692460298538208","2.692460298538208","2.692460298538208","4.592602252960205","4.592602252960205","4.592602252960205","135","135","135","3.85624098777771","3.85624098777771","3.85624098777771","4.617613792419434","4.617613792419434","4.617613792419434","135","135","135","4.047667503356934","4.047667503356934","4.047667503356934","4.772272109985352","4.772272109985352","4.772272109985352","135","135","135","7.649929523468018","7.649929523468018","7.649929523468018","6.29445743560791","6.29445743560791","6.29445743560791"
"137","136","136","136","4.222899436950684","4.222899436950684","4.222899436950684","4.205917835235596","4.205917835235596","4.205917835235596","136","136","136","2.746764659881592","2.746764659881592","2.746764659881592","4.716156959533691","4.716156959533691","4.716156959533691","136","136","136","3.8052947521209717","3.8052947521209717","3.8052947521209717","5.119584083557129","5.119584083557129","5.119584083557129","136","136","136","4.080256938934326","4.080256938934326","4.080256938934326","4.93195915222168","4.93195915222168","4.93195915222168","136","136","136","7.6854143142700195","7.6854143142700195","7.6854143142700195","6.729144096374512","6.729144096374512","6.729144096374512"
"138","137","137","137","4.161494255065918","4.161494255065918","4.161494255065918","4.507918357849121","4.507918357849121","4.507918357849121","137","137","137","2.6038620471954346","2.6038620471954346","2.6038620471954346","4.539410591125488","4.539410591125488","4.539410591125488","137","137","137","3.7713088989257812","3.7713088989257812","3.7713088989257812","4.596076011657715","4.596076011657715","4.596076011657715","137","137","137","3.9399144649505615","3.9399144649505615","3.9399144649505615","4.976875305175781","4.976875305175781","4.976875305175781","137","137","137","7.683154582977295","7.683154582977295","7.683154582977295","6.922295570373535","6.922295570373535","6.922295570373535"
"139","138","138","138","4.229985237121582","4.229985237121582","4.229985237121582","4.325835227966309","4.325835227966309","4.325835227966309","138","138","138","2.635396957397461","2.635396957397461","2.635396957397461","4.573795795440674","4.573795795440674","4.573795795440674","138","138","138","3.7525739669799805","3.7525739669799805","3.7525739669799805","4.824198246002197","4.824198246002197","4.824198246002197","138","138","138","3.860891342163086","3.860891342163086","3.860891342163086","4.776933193206787","4.776933193206787","4.776933193206787","138","138","138","7.633581161499023","7.633581161499023","7.633581161499023","6.630938529968262","6.630938529968262","6.630938529968262"
"140","139","139","139","4.223240852355957","4.223240852355957","4.223240852355957","4.387945652008057","4.387945652008057","4.387945652008057","139","139","139","2.599398374557495","2.599398374557495","2.599398374557495","4.57165002822876","4.57165002822876","4.57165002822876","139","139","139","3.8097853660583496","3.8097853660583496","3.8097853660583496","4.7110748291015625","4.7110748291015625","4.7110748291015625","139","139","139","3.9309980869293213","3.9309980869293213","3.9309980869293213","5.005477428436279","5.005477428436279","5.005477428436279","139","139","139","7.677252292633057","7.677252292633057","7.677252292633057","6.473298072814941","6.473298072814941","6.473298072814941"
"141","140","140","140","4.163613319396973","4.163613319396973","4.163613319396973","4.53221321105957","4.53221321105957","4.53221321105957","140","140","140","2.4846954345703125","2.4846954345703125","2.4846954345703125","4.484831809997559","4.484831809997559","4.484831809997559","140","140","140","3.7542216777801514","3.7542216777801514","3.7542216777801514","4.775341987609863","4.775341987609863","4.775341987609863","140","140","140","3.9598441123962402","3.9598441123962402","3.9598441123962402","4.933471202850342","4.933471202850342","4.933471202850342","140","140","140","7.577516078948975","7.577516078948975","7.577516078948975","6.754037857055664","6.754037857055664","6.754037857055664"
"142","141","141","141","4.154401779174805","4.154401779174805","4.154401779174805","4.183685302734375","4.183685302734375","4.183685302734375","141","141","141","2.4775397777557373","2.4775397777557373","2.4775397777557373","4.445571422576904","4.445571422576904","4.445571422576904","141","141","141","3.8164491653442383","3.8164491653442383","3.8164491653442383","4.757607460021973","4.757607460021973","4.757607460021973","141","141","141","3.971247673034668","3.971247673034668","3.971247673034668","4.802232265472412","4.802232265472412","4.802232265472412","141","141","141","7.635599613189697","7.635599613189697","7.635599613189697","6.610045909881592","6.610045909881592","6.610045909881592"
"143","142","142","142","4.170246124267578","4.170246124267578","4.170246124267578","4.233592987060547","4.233592987060547","4.233592987060547","142","142","142","2.561952829360962","2.561952829360962","2.561952829360962","4.546694278717041","4.546694278717041","4.546694278717041","142","142","142","3.8732457160949707","3.8732457160949707","3.8732457160949707","4.612220764160156","4.612220764160156","4.612220764160156","142","142","142","4.061250686645508","4.061250686645508","4.061250686645508","4.908309459686279","4.908309459686279","4.908309459686279","142","142","142","7.652848243713379","7.652848243713379","7.652848243713379","6.481919288635254","6.481919288635254","6.481919288635254"
"144","143","143","143","4.179825305938721","4.179825305938721","4.179825305938721","4.200653553009033","4.200653553009033","4.200653553009033","143","143","143","2.5881857872009277","2.5881857872009277","2.5881857872009277","4.522841930389404","4.522841930389404","4.522841930389404","143","143","143","3.797933578491211","3.797933578491211","3.797933578491211","4.707853317260742","4.707853317260742","4.707853317260742","143","143","143","3.957951307296753","3.957951307296753","3.957951307296753","4.912095069885254","4.912095069885254","4.912095069885254","143","143","143","7.727864742279053","7.727864742279053","7.727864742279053","6.575003623962402","6.575003623962402","6.575003623962402"
"145","144","144","144","4.128355979919434","4.128355979919434","4.128355979919434","4.290163040161133","4.290163040161133","4.290163040161133","144","144","144","2.5690979957580566","2.5690979957580566","2.5690979957580566","4.52504825592041","4.52504825592041","4.52504825592041","144","144","144","3.6592857837677","3.6592857837677","3.6592857837677","4.664151191711426","4.664151191711426","4.664151191711426","144","144","144","3.8970143795013428","3.8970143795013428","3.8970143795013428","5.029815673828125","5.029815673828125","5.029815673828125","144","144","144","7.631692886352539","7.631692886352539","7.631692886352539","6.336910724639893","6.336910724639893","6.336910724639893"
"146","145","145","145","4.157437801361084","4.157437801361084","4.157437801361084","4.2432756423950195","4.2432756423950195","4.2432756423950195","145","145","145","2.582834005355835","2.582834005355835","2.582834005355835","4.704529285430908","4.704529285430908","4.704529285430908","145","145","145","3.75873064994812","3.75873064994812","3.75873064994812","4.497663974761963","4.497663974761963","4.497663974761963","145","145","145","3.968557119369507","3.968557119369507","3.968557119369507","4.6663665771484375","4.6663665771484375","4.6663665771484375","145","145","145","7.6553144454956055","7.6553144454956055","7.6553144454956055","6.874765396118164","6.874765396118164","6.874765396118164"
"147","146","146","146","4.1929121017456055","4.1929121017456055","4.1929121017456055","4.476109981536865","4.476109981536865","4.476109981536865","146","146","146","2.540529251098633","2.540529251098633","2.540529251098633","4.6425981521606445","4.6425981521606445","4.6425981521606445","146","146","146","3.68623948097229","3.68623948097229","3.68623948097229","4.814427852630615","4.814427852630615","4.814427852630615","146","146","146","3.894653081893921","3.894653081893921","3.894653081893921","4.7610182762146","4.7610182762146","4.7610182762146","146","146","146","7.745501518249512","7.745501518249512","7.745501518249512","6.4661970138549805","6.4661970138549805","6.4661970138549805"
"148","147","147","147","4.23447847366333","4.23447847366333","4.23447847366333","4.3781609535217285","4.3781609535217285","4.3781609535217285","147","147","147","2.5470852851867676","2.5470852851867676","2.5470852851867676","4.633938312530518","4.633938312530518","4.633938312530518","147","147","147","3.676253080368042","3.676253080368042","3.676253080368042","5.557932376861572","5.557932376861572","5.557932376861572","147","147","147","3.8695638179779053","3.8695638179779053","3.8695638179779053","4.887931823730469","4.887931823730469","4.887931823730469","147","147","147","7.648242473602295","7.648242473602295","7.648242473602295","7.002598762512207","7.002598762512207","7.002598762512207"
"149","148","148","148","4.139139175415039","4.139139175415039","4.139139175415039","4.250695705413818","4.250695705413818","4.250695705413818","148","148","148","2.469835042953491","2.469835042953491","2.469835042953491","4.583521842956543","4.583521842956543","4.583521842956543","148","148","148","3.72049617767334","3.72049617767334","3.72049617767334","4.60860013961792","4.60860013961792","4.60860013961792","148","148","148","3.8248472213745117","3.8248472213745117","3.8248472213745117","4.810173511505127","4.810173511505127","4.810173511505127","148","148","148","7.610326290130615","7.610326290130615","7.610326290130615","7.036932468414307","7.036932468414307","7.036932468414307"
"150","149","149","149","4.182229518890381","4.182229518890381","4.182229518890381","4.184237957000732","4.184237957000732","4.184237957000732","149","149","149","2.497575521469116","2.497575521469116","2.497575521469116","4.538470268249512","4.538470268249512","4.538470268249512","149","149","149","3.7754859924316406","3.7754859924316406","3.7754859924316406","4.716402053833008","4.716402053833008","4.716402053833008","149","149","149","3.941465139389038","3.941465139389038","3.941465139389038","4.989007949829102","4.989007949829102","4.989007949829102","149","149","149","7.635678291320801","7.635678291320801","7.635678291320801","7.037393569946289","7.037393569946289","7.037393569946289"
